UniqueID,PersonID,Group,PractLevel,Sequence,ItemNum,NormVariant,Defect_Type,Diagnosis,UserTOC,Certainty,ItemNAbN,Accurate
1931,MS009,MS,Medical Student,59,A0217,FALSE,Avulsion fracture of talus or calcaneus,Avulsion fracture of either the talus or calcaneus,103.859,Probably,Abnormal,0
1932,MS009,MS,Medical Student,60,A0062,FALSE,None,Normal,23.86,Definitely,Normal,1
1933,MS009,MS,Medical Student,61,A0187,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula and an os trigonum posterior to the talus,49.156,Probably,Abnormal,1
1934,MS009,MS,Medical Student,62,A0172,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,47.969,Probably,Abnormal,1
1935,MS009,MS,Medical Student,63,A0102,FALSE,None,Normal,75.281,Probably,Normal,1
1936,MS009,MS,Medical Student,64,A0050,FALSE,None,Normal,34.25,Definitely,Normal,1
1937,MS009,MS,Medical Student,65,A0156,FALSE,Avulsion fx of distal fibula with extra ossification centre at tibia,Avulsion fracture of the distal fibula with an extra ossification centre at distal tibia Os trigonum above the calcaneus,40.703,Probably,Abnormal,0
1938,MS009,MS,Medical Student,66,A0136,FALSE,Evidence of healing from an old fracture,Normal with evidence of healing from an old fracture,38.891,Definitely,Normal,1
1939,MS009,MS,Medical Student,67,A0245,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,19.5,Definitely,Abnormal,1
1940,MS009,MS,Medical Student,68,A0223,FALSE,SH II of distal fibula and avulsion of distal tibia,Salter-Harris II fracture of the distal fibula,46.078,Probably,Abnormal,1
1941,MS009,MS,Medical Student,69,A0140,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre at the superior part of the calcaneus,36.094,Definitely,Normal,1
1942,MS009,MS,Medical Student,70,A0233,FALSE,SH II of distal tibia,Salter-Harris II fracture of distal tibia,59.937,Probably,Abnormal,1
1943,MS009,MS,Medical Student,71,A0249,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,18.016,Definitely,Abnormal,1
1944,MS009,MS,Medical Student,72,A0141,FALSE,None,Normal,38.453,Definitely,Normal,1
1945,MS009,MS,Medical Student,73,A0228,FALSE,SH II of distal tibia and spiral fracture of fibula,Salter-Harris II fracture of distal tibia  Spiral fracture of the fibula and tibia,9.984,Definitely,Abnormal,1
1946,MS009,MS,Medical Student,74,A0084,FALSE,None,Normal,51.156,Definitely,Normal,1
1947,MS009,MS,Medical Student,75,A0138,FALSE,None,Normal,25.078,Definitely,Normal,1
1948,MS009,MS,Medical Student,76,A0135,FALSE,None,Normal,149.219,Definitely,Normal,1
1949,MS009,MS,Medical Student,77,A0166,TRUE,Os Trigonum,Normal variant with os trigonum posterior to talus,1233.27,Probably,Normal,0
1950,MS009,MS,Medical Student,78,A0161,FALSE,Distal fibular epiphyseal avulsion fx SH I also suspected,Salter-Harris I of distal fibula and possible distal fibular avulsion fracture,50.141,Probably,Abnormal,1
1951,MS009,MS,Medical Student,79,A0044,FALSE,None,Normal,50.234,Definitely,Normal,1
1952,MS009,MS,Medical Student,80,A0060,FALSE,None,Normal,26.031,Definitely,Normal,1
1953,MS009,MS,Medical Student,81,A0039,FALSE,None,Normal,17.031,Definitely,Normal,1
1954,MS009,MS,Medical Student,82,A0149,FALSE,None,Normal,52.062,Definitely,Normal,1
1955,MS009,MS,Medical Student,83,A0171,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,28.093,Probably,Abnormal,1
1956,MS009,MS,Medical Student,84,A0095,FALSE,None,Normal,31.25,Definitely,Normal,0
1957,MS009,MS,Medical Student,85,A0089,FALSE,None,Normal,73.5,Probably,Normal,1
1958,MS009,MS,Medical Student,86,A0013,FALSE,None,Normal,34.64,Definitely,Normal,1
1959,MS009,MS,Medical Student,87,A0107,FALSE,None,Normal,38.375,Definitely,Normal,1
1960,MS009,MS,Medical Student,88,A0150,FALSE,None,Normal,62.484,Definitely,Normal,1
1961,MS009,MS,Medical Student,89,A0075,FALSE,None,Normal,21.562,Definitely,Normal,1
1962,MS009,MS,Medical Student,90,A0019,FALSE,None,Normal,24.468,Definitely,Normal,1
1963,MS009,MS,Medical Student,91,A0163,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis Extra ossification centre of tibia and os trigonum,31.797,Definitely,Abnormal,0
1964,MS009,MS,Medical Student,92,A0190,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,65.797,Definitely,Abnormal,1
1965,MS009,MS,Medical Student,93,A0072,TRUE,Extra Ossification Centre,Normal variant with secondary ossification centre at distal tibia,31.719,Definitely,Normal,1
1966,MS009,MS,Medical Student,94,A0247,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibial epiphysis,79.109,Probably,Abnormal,1
1967,MS009,MS,Medical Student,95,A0058,FALSE,None,Normal,24.344,Definitely,Normal,1
1968,MS009,MS,Medical Student,96,A0003,FALSE,None,Normal,13.782,Definitely,Normal,1
1969,MS009,MS,Medical Student,97,A0197,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,26.187,Definitely,Abnormal,1
1970,MS009,MS,Medical Student,98,A0104,FALSE,None,Normal,19.141,Definitely,Normal,1
1971,MS009,MS,Medical Student,99,A0126,FALSE,None,Normal variant with bony protruberance of calcaneous,47.187,Definitely,Normal,1
1972,MS009,MS,Medical Student,100,A0100,FALSE,None,Normal,53.5,Definitely,Normal,1
1973,MS009,MS,Medical Student,101,A0088,FALSE,None,Normal,31.922,Definitely,Normal,1
1974,MS009,MS,Medical Student,102,A0159,FALSE,Distal fibular epiphyseal avulsion fx,Probable avulsion fracture of the distal fibular epiphysis,32.156,Definitely,Abnormal,0
1975,MS009,MS,Medical Student,103,A0117,FALSE,None,Normal,21.203,Definitely,Normal,1
1976,MS009,MS,Medical Student,104,A0242,FALSE,SH III of distal tibia,Salter-Harris III fracture of the lateral aspect of the distal tibia,23.031,Definitely,Abnormal,1
1977,MS009,MS,Medical Student,105,A0160,FALSE,Avulsion fx of distal fibula,Avulsion fracture of the distal fibula,24.016,Definitely,Abnormal,1
1978,MS009,MS,Medical Student,106,A0016,FALSE,None,Normal,30.266,Definitely,Normal,1
1979,MS009,MS,Medical Student,107,A0238,FALSE,SH IV of distal tibia,Salter-Harris IV (Triplane) fracture of the distal tibia,32.328,Definitely,Abnormal,1
1980,MS009,MS,Medical Student,108,A0162,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis,18.016,Definitely,Abnormal,1
1981,MS009,MS,Medical Student,109,A0082,FALSE,None,Normal,24.671,Probably,Normal,1
1982,MS009,MS,Medical Student,110,A0094,TRUE,Extraossification centre,Normal variant with extra ossification centre at distal tibia,27.703,Definitely,Normal,1
1983,MS009,MS,Medical Student,111,A0192,FALSE,None,Normal,28.281,Definitely,Normal,1
1984,MS009,MS,Medical Student,112,A0146,FALSE,None,Normal,20.781,Definitely,Normal,1
1985,MS009,MS,Medical Student,113,A0122,FALSE,None,Normal,21.5,Definitely,Normal,1
1986,MS009,MS,Medical Student,114,A0167,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,17.437,Definitely,Abnormal,1
1987,MS009,MS,Medical Student,115,A0148,TRUE,Os Trigonum,Normal variant with os trigonum posterior to talus,19.75,Definitely,Normal,1
1988,MS009,MS,Medical Student,116,A0219,FALSE,SH II of distal fibula,Salter-Harris II fracture of the distal fibula is suggested,24.031,Definitely,Abnormal,0
1989,MS009,MS,Medical Student,117,A0085,FALSE,None,Normal,19.984,Definitely,Normal,1
1990,MS009,MS,Medical Student,118,A0033,TRUE,Os supranaviculare,Normal variant with an os supranaviculare,30.027,Definitely,Normal,1
1991,MS009,MS,Medical Student,119,A0032,FALSE,None,Normal,15.863,Definitely,Normal,1
1992,MS009,MS,Medical Student,120,A0246,FALSE,SH III of distal tibia,Tillaux fracture (Salter III) of the distal tibia,24.816,Definitely,Abnormal,1
1993,MS009,MS,Medical Student,121,A0113,FALSE,None,Normal,30.959,Probably,Normal,1
1994,MS009,MS,Medical Student,122,A0014,FALSE,None,Normal,19.735,Definitely,Normal,1
1995,MS009,MS,Medical Student,123,A0235,FALSE,Spiral SH II of distal tibia,Spiral and Salter-Harris II fracture of distal tibia,15.639,Definitely,Abnormal,1
1996,MS009,MS,Medical Student,124,A0108,FALSE,None,Normal,28.561,Definitely,Normal,1
1997,MS009,MS,Medical Student,125,A0029,FALSE,None,Normal,16.04,Definitely,Normal,1
1998,MS009,MS,Medical Student,126,A0240,FALSE,SH II of distal tibia and comminuted transverse fracture of distal fibula,Salter-Harris II fracture of the tibia Comminuted transverse fracture of the distal fibula,12.101,Definitely,Abnormal,1
1999,MS009,MS,Medical Student,127,A0115,FALSE,None,Normal,24.798,Definitely,Normal,1
2000,MS009,MS,Medical Student,128,A0220,FALSE,SH II of distal fibula,Salter-Harris II fracture of the distal fibula,18.156,Definitely,Abnormal,1
2001,MS009,MS,Medical Student,129,A0142,FALSE,None,Normal,35.058,Probably,Normal,1
2002,MS009,MS,Medical Student,130,A0120,FALSE,None,Normal,75.932,Probably,Normal,0
2003,MS009,MS,Medical Student,131,A0173,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,23.423,Definitely,Abnormal,1
2004,MS009,MS,Medical Student,132,A0152,FALSE,Distal fibular epiphyseal avulsion fx,An os trigonum is present and there is an avulsion fracture in the medial aspect of the fibular epiphysis,16.66,Definitely,Abnormal,0
2005,MS009,MS,Medical Student,133,A0110,FALSE,None,Normal,25.561,Definitely,Normal,1
2006,MS009,MS,Medical Student,134,A0087,FALSE,None,Normal,26.291,Definitely,Normal,1
2007,MS009,MS,Medical Student,135,A0177,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,17.388,Definitely,Abnormal,0
2008,MS009,MS,Medical Student,136,A0106,FALSE,None,Normal,44.728,Definitely,Normal,1
2009,MS009,MS,Medical Student,137,A0022,FALSE,None,Normal,12.47,Definitely,Normal,1
2010,MS009,MS,Medical Student,138,A0211,FALSE,None,Normal,30.636,Definitely,Normal,1
2011,MS009,MS,Medical Student,139,A0189,FALSE,None,Normal,29.977,Probably,Normal,1
2012,MS009,MS,Medical Student,140,A0229,FALSE,SH II of distal tibia,Salter-Harris II fracture of the distal tibia,22.377,Definitely,Abnormal,0
2013,MS009,MS,Medical Student,141,A0091,TRUE,Extraossification centre,Normal variant with secondary ossification centre at the base of the fifth metatarsal,28.651,Definitely,Normal,1
2014,MS009,MS,Medical Student,142,A0243,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,56.578,Probably,Abnormal,1
2015,MS009,MS,Medical Student,143,A0139,FALSE,None,Normal,26.966,Definitely,Normal,1
2016,MS009,MS,Medical Student,144,A0018,FALSE,None,Normal,18.689,Definitely,Normal,1
2017,MS009,MS,Medical Student,145,A0131,FALSE,None,Normal,18.207,Definitely,Normal,1
2018,MS009,MS,Medical Student,146,A0004,FALSE,A0001,Normal,18.915,Definitely,Normal,1
2019,MS009,MS,Medical Student,147,A0069,FALSE,None,Normal,32.663,Probably,Normal,0
2020,MS009,MS,Medical Student,148,A0086,FALSE,None,Normal,13.259,Definitely,Normal,1
2021,MS009,MS,Medical Student,149,A0070,FALSE,None,Normal,19.582,Definitely,Normal,1
2022,MS009,MS,Medical Student,150,A0056,FALSE,None,Normal,12.411,Definitely,Normal,1
2023,MS009,MS,Medical Student,151,A0226,FALSE,SH II of distal fibula,Salter-Harris II fracture of the lateral aspect of the fibula,24.646,Definitely,Abnormal,1
2024,MS009,MS,Medical Student,152,A0097,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre of the distal tibia,36.161,Definitely,Normal,1
2025,MS009,MS,Medical Student,153,A0200,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula and extra ossification centre adjacent to the medial malleolus,21.414,Definitely,Abnormal,1
2026,MS009,MS,Medical Student,154,A0168,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula and extra ossification centre of talus,61.63,Probably,Abnormal,0
2027,MS009,MS,Medical Student,155,A0210,FALSE,None,Normal,76.4,Probably,Normal,0
2028,MS009,MS,Medical Student,156,A0059,FALSE,None,Normal,9.001,Definitely,Normal,1
2029,MS009,MS,Medical Student,157,A0090,FALSE,None,Normal,25.546,Definitely,Normal,1
2030,MS009,MS,Medical Student,158,A0175,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,16.261,Definitely,Abnormal,1
2031,MS009,MS,Medical Student,159,A0063,FALSE,None,Normal,16.63,Definitely,Normal,1
2032,MS009,MS,Medical Student,160,A0254,FALSE,SH IV of distal tibia,Salter-Harris IV fracture of the distal tibia,34.856,Definitely,Abnormal,0
2033,MS009,MS,Medical Student,161,A0080,FALSE,None,Normal,17.94,Definitely,Normal,1
2034,MS009,MS,Medical Student,162,A0061,FALSE,None,Normal,12.982,Definitely,Normal,1
2035,MS009,MS,Medical Student,163,A0225,FALSE,Avulsion of distal fibula,Avulsion fracture of the distal fibula,19.903,Definitely,Abnormal,0
2036,MS009,MS,Medical Student,164,A0224,FALSE,SH II of dital fibula,Salter-Harris II of the distal fibula and ossific fragments inferior to the lateral malleolus representing an old fracture or a normal variant,26.615,Definitely,Abnormal,1
2037,MS009,MS,Medical Student,165,A0015,FALSE,None,Normal,17.826,Definitely,Normal,1
2038,MS009,MS,Medical Student,166,A0212,FALSE,None,Normal,17.517,Definitely,Normal,1
2039,MS009,MS,Medical Student,167,A0112,FALSE,None,Normal,14.964,Definitely,Normal,1
2040,MS009,MS,Medical Student,168,A0202,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,22.323,Definitely,Abnormal,1
2041,MS009,MS,Medical Student,169,A0105,FALSE,None,Normal,21.044,Definitely,Normal,1
2042,MS009,MS,Medical Student,170,A0073,FALSE,None,Normal,19,Definitely,Normal,1
2043,MS009,MS,Medical Student,171,A0114,FALSE,None,Normal,22.857,Definitely,Normal,1
2044,MS009,MS,Medical Student,172,A0133,FALSE,None,Normal,15.068,Definitely,Normal,1
2045,MS009,MS,Medical Student,173,A0244,FALSE,SH III of distal tibia,Salter-Harris III fracture of the tibia,17.732,Definitely,Abnormal,1
2046,MS009,MS,Medical Student,174,A0023,TRUE,Growth Arrest Line,Normal variant with the presence of a growth arrest line,12.58,Definitely,Normal,1
2047,MS009,MS,Medical Student,175,A0076,FALSE,None,Normal,13.165,Definitely,Normal,1
2048,MS009,MS,Medical Student,176,A0231,FALSE,SH II of distal tibia. Oblique fracture of the fibula,Salter-Harris II fracture of the distal tibia with significant displacement of the epiphysis Oblique fracture of the distal fibula,13.676,Definitely,Abnormal,1
2049,MS009,MS,Medical Student,177,A0129,FALSE,None,Normal,17.897,Definitely,Normal,1
2050,MS009,MS,Medical Student,178,A0165,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis,14.255,Definitely,Abnormal,0
2051,MS009,MS,Medical Student,179,A0067,FALSE,None,Normal,20.953,Definitely,Normal,1
2052,MS009,MS,Medical Student,180,A0169,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,36.171,Probably,Abnormal,0
2053,MS009,MS,Medical Student,181,A0038,FALSE,None,Normal,13.032,Definitely,Normal,1
2054,MS009,MS,Medical Student,182,A0006,FALSE,None,Normal variant with extra epiphyseal ossification centre,18.703,Definitely,Normal,1
2055,MS009,MS,Medical Student,183,A0134,FALSE,None,Normal,16.827,Definitely,Normal,1
2056,MS009,MS,Medical Student,184,A0199,FALSE,None,Normal,20.338,Probably,Normal,0
2057,MS009,MS,Medical Student,185,A0237,FALSE,SH II of distal tibia,Displaced Salter-Harris II fracture of the distal tibia,26.258,Definitely,Abnormal,1
2058,MS009,MS,Medical Student,186,A0046,TRUE,Extra Ossicle,Normal variant with an extra ossicle at the tip of lateral malleolus,29.733,Definitely,Normal,1
2059,MS009,MS,Medical Student,187,A0035,FALSE,None,Normal,13.276,Definitely,Normal,1
2060,MS009,MS,Medical Student,188,A0132,FALSE,None,Normal,14.34,Definitely,Normal,1
2061,MS009,MS,Medical Student,189,A0052,FALSE,None,Normal,11.653,Definitely,Normal,1
2062,MS009,MS,Medical Student,190,A0215,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,20.456,Probably,Abnormal,1
2063,MS009,MS,Medical Student,191,A0198,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture,30.997,Probably,Abnormal,0
2064,MS009,MS,Medical Student,192,A0077,FALSE,None,Normal,19.811,Definitely,Normal,0
2065,MS009,MS,Medical Student,193,A0191,FALSE,SH I of distal fibula. May be an avulsion fracture of distal fibula,Salter-Harris I fracture of the distal fibula cannot be excluded There may be an avulsion fracture of the distal fibula,24.672,Probably,Abnormal,1
2066,MS009,MS,Medical Student,194,A0011,FALSE,Medial malleolar avulsion fracture,Cannot rule out medial malleolar avulsion fracture,12.303,Definitely,Abnormal,0
2067,MS009,MS,Medical Student,195,A0182,FALSE,None,Normal,18.328,Definitely,Normal,1
2068,MS009,MS,Medical Student,196,A0195,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,38.423,Probably,Abnormal,0
2069,MS009,MS,Medical Student,197,A0145,FALSE,None,Normal,60.663,Definitely,Normal,1
2070,MS009,MS,Medical Student,198,A0183,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,12.303,Definitely,Abnormal,0
2071,MS009,MS,Medical Student,199,A0025,TRUE,Accessory Ossicle,Normal variant with an accessory ossicle about the medial aspect of the distal tibial epiphysis,12.587,Definitely,Normal,1
2072,MS009,MS,Medical Student,200,A0043,FALSE,None,Normal,22.257,Definitely,Normal,1
2073,MS009,MS,Medical Student,201,A0012,FALSE,None,Normal,23.525,Definitely,Normal,1
2074,MS009,MS,Medical Student,202,A0119,FALSE,None,Normal variant with growth arrest line at distal tibia,7.209,Definitely,Normal,1
2075,MS009,MS,Medical Student,203,A0042,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,47.2,Probably,Abnormal,0
2076,MS009,MS,Medical Student,204,A0098,FALSE,None,Normal,13.358,Definitely,Normal,1
2077,MS009,MS,Medical Student,205,A0123,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre of the distal tibia,24.319,Definitely,Normal,1
2078,MS009,MS,Medical Student,206,A0239,FALSE,Oblique SH II of distal tibia and spiral fracture of distal fibula,Salter-Harris II fracture of distal tibia Associated spiral fracture of the distal fibular shaft,12.545,Definitely,Abnormal,1
2079,MS009,MS,Medical Student,207,A0057,FALSE,None,Normal,12.822,Definitely,Normal,1
2080,MS009,MS,Medical Student,208,A0071,FALSE,None,Normal,22.771,Probably,Normal,1
2081,MS009,MS,Medical Student,209,A0007,FALSE,Osteochondritis Dissecans,No fracture  Noted osteochondritis dissecans,18.881,Definitely,Abnormal,0
2082,MS009,MS,Medical Student,210,A0099,FALSE,None,Normal,43.787,Definitely,Normal,1
2083,MS009,MS,Medical Student,211,A0250,FALSE,SH IV of distal tibia,Salter-Harris IV fracture of the distal tibia,24.461,Definitely,Abnormal,1
2084,MS009,MS,Medical Student,212,A0001,FALSE,None,Normal,17.703,Definitely,Normal,1
2085,MS009,MS,Medical Student,213,A0017,FALSE,None,Normal,44.763,Definitely,Normal,1
2086,MS009,MS,Medical Student,214,A0157,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis,29.844,Definitely,Abnormal,1
2087,MS009,MS,Medical Student,215,A0176,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,27.624,Definitely,Abnormal,1
2088,MS009,MS,Medical Student,216,A0193,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula Growth arrest lines are seen on both the tibia and fibula,20.456,Definitely,Abnormal,0
2089,MS009,MS,Medical Student,217,A0147,FALSE,Avusion fx distal fibula,Avulsion fracture of distal fibula,13.207,Definitely,Abnormal,0
2090,MS009,MS,Medical Student,218,A0206,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,15.367,Definitely,Abnormal,0
2091,MS009,MS,Medical Student,219,A0054,FALSE,None,Normal,12.458,Definitely,Normal,1
2092,MS009,MS,Medical Student,220,A0048,FALSE,None,Normal,10.624,Definitely,Normal,1
2093,MS009,MS,Medical Student,221,A0213,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,10.348,Definitely,Abnormal,1
2094,MS009,MS,Medical Student,222,A0021,FALSE,None,Normal,64.528,Definitely,Normal,1
2095,MS009,MS,Medical Student,223,A0024,FALSE,None,Normal,29.198,Definitely,Normal,1
2096,MS009,MS,Medical Student,224,A0143,FALSE,None,Normal,11.124,Definitely,Normal,1
2097,MS009,MS,Medical Student,225,A0041,FALSE,None,Normal,19.128,Definitely,Normal,1
2098,MS009,MS,Medical Student,226,A0158,FALSE,Avulsion fx of distal fibula,Avulsion fracture of the distal fibula,23.161,Definitely,Abnormal,0
2099,MS009,MS,Medical Student,227,A0164,FALSE,Distal fibular epiphyseal avulsion fx,Linear avulsion fracture of the tip of the fibular epiphysis,21.516,Definitely,Abnormal,0
2100,MS009,MS,Medical Student,228,A0251,FALSE,SH IV of distal tibia,Salter-Harris IV fracture of the distal tibia and an accessory ossicle adjacent to the lateral malleolus,23.044,Definitely,Abnormal,0
2101,MS009,MS,Medical Student,229,A0121,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre of the distal tibia,6.95,Definitely,Normal,1
2102,MS009,MS,Medical Student,230,A0204,TRUE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture and normal variant with extra distal tibial ossificaiton centre.,10.633,Definitely,Abnormal,0
2103,MS009,MS,Medical Student,231,A0184,FALSE,None,Normal,11.117,Definitely,Normal,0
2104,MS009,MS,Medical Student,232,A0092,FALSE,None,Normal,13.427,Definitely,Normal,0
2105,MS009,MS,Medical Student,233,A0111,FALSE,None,Normal,12.478,Definitely,Normal,0
2106,MS009,MS,Medical Student,234,A0181,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula; extra ossification centre of distal fibula,14.564,Definitely,Abnormal,0
2107,MS010,MS,Medical Student,1,A0133,FALSE,None,Normal,65.782,Definitely,Normal,1
2108,MS010,MS,Medical Student,2,A0214,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,63.11,Probably,Abnormal,1
2109,MS010,MS,Medical Student,3,A0001,FALSE,None,Normal,72.593,Probably,Normal,0
2110,MS010,MS,Medical Student,4,A0012,FALSE,None,Normal,74.813,Definitely,Normal,1
2111,MS010,MS,Medical Student,5,A0116,FALSE,None,Normal,55.453,Definitely,Normal,1
2112,MS010,MS,Medical Student,6,A0122,FALSE,None,Normal,26.891,Definitely,Normal,1
2113,MS010,MS,Medical Student,7,A0196,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,31.282,Definitely,Abnormal,0
2114,MS010,MS,Medical Student,8,A0091,TRUE,Extraossification centre,Normal variant with secondary ossification centre at the base of the fifth metatarsal,31.203,Probably,Normal,0
2115,MS010,MS,Medical Student,9,A0071,FALSE,None,Normal,57.579,Probably,Normal,0
2116,MS010,MS,Medical Student,10,A0040,FALSE,None,Normal,24.875,Definitely,Normal,1
2117,MS010,MS,Medical Student,11,A0008,FALSE,None,Normal,22.906,Probably,Normal,1
2118,MS010,MS,Medical Student,12,A0114,FALSE,None,Normal,17.937,Definitely,Normal,1
2119,MS010,MS,Medical Student,13,A0132,FALSE,None,Normal,28.265,Definitely,Normal,1
2120,MS010,MS,Medical Student,14,A0044,FALSE,None,Normal,43.109,Probably,Normal,1
2121,MS010,MS,Medical Student,15,A0067,FALSE,None,Normal,26.797,Definitely,Normal,1
2122,MS010,MS,Medical Student,16,A0205,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,29.719,Definitely,Abnormal,0
2123,MS010,MS,Medical Student,17,A0219,FALSE,SH II of distal fibula,Salter-Harris II fracture of the distal fibula is suggested,30.359,Probably,Abnormal,0
2124,MS010,MS,Medical Student,18,A0167,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,55.875,Probably,Abnormal,0
2125,MS010,MS,Medical Student,19,A0244,FALSE,SH III of distal tibia,Salter-Harris III fracture of the tibia,15.719,Definitely,Abnormal,1
2126,MS010,MS,Medical Student,20,A0183,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,34.546,Probably,Abnormal,0
2127,MS010,MS,Medical Student,21,A0199,FALSE,None,Normal,11.672,Definitely,Normal,0
2128,MS010,MS,Medical Student,22,A0056,FALSE,None,Normal,38.922,Probably,Normal,0
2129,MS010,MS,Medical Student,23,A0206,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,35,Probably,Abnormal,0
2130,MS010,MS,Medical Student,24,A0162,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis,21.297,Probably,Abnormal,0
2131,MS010,MS,Medical Student,25,A0080,FALSE,None,Normal,28.89,Definitely,Normal,1
2132,MS010,MS,Medical Student,26,A0022,FALSE,None,Normal,36.875,Probably,Normal,1
2133,MS010,MS,Medical Student,27,A0250,FALSE,SH IV of distal tibia,Salter-Harris IV fracture of the distal tibia,23.546,Definitely,Abnormal,0
2134,MS010,MS,Medical Student,28,A0028,FALSE,None,Normal,23.422,Definitely,Normal,1
2135,MS010,MS,Medical Student,29,A0093,FALSE,None,Normal,34.156,Probably,Normal,0
2136,MS010,MS,Medical Student,30,A0077,FALSE,None,Normal,28.297,Probably,Normal,0
2137,MS010,MS,Medical Student,31,A0048,FALSE,None,Normal,31.422,Definitely,Normal,1
2138,MS010,MS,Medical Student,32,A0234,FALSE,Spiral SH II of distal tibia,A spiral fracture of the tibia with possible extension into the physis,18.344,Definitely,Abnormal,1
2139,MS010,MS,Medical Student,33,A0216,FALSE,"SH I of distal fibula, possilby tibia",Suggestive of a Salter-Harris I fracture of distal fibula,21.89,Definitely,Abnormal,0
2140,MS010,MS,Medical Student,34,A0231,FALSE,SH II of distal tibia. Oblique fracture of the fibula,Salter-Harris II fracture of the distal tibia with significant displacement of the epiphysis Oblique fracture of the distal fibula,27.25,Definitely,Abnormal,1
2141,MS010,MS,Medical Student,35,A0063,FALSE,None,Normal,27.172,Probably,Normal,1
2142,MS010,MS,Medical Student,36,A0112,FALSE,None,Normal,28.485,Probably,Normal,1
2143,MS010,MS,Medical Student,37,A0065,FALSE,None,Normal,28.344,Definitely,Normal,1
2144,MS010,MS,Medical Student,38,A0024,FALSE,None,Normal,47.969,Probably,Normal,1
2145,MS010,MS,Medical Student,39,A0226,FALSE,SH II of distal fibula,Salter-Harris II fracture of the lateral aspect of the fibula,28.188,Probably,Abnormal,1
2146,MS010,MS,Medical Student,40,A0149,FALSE,None,Normal,19.359,Definitely,Normal,0
2147,MS010,MS,Medical Student,41,A0099,FALSE,None,Normal,26.797,Definitely,Normal,1
2148,MS010,MS,Medical Student,42,A0060,FALSE,None,Normal,29.156,Definitely,Normal,1
2149,MS010,MS,Medical Student,43,A0058,FALSE,None,Normal,33.109,Probably,Normal,1
2150,MS010,MS,Medical Student,44,A0023,TRUE,Growth Arrest Line,Normal variant with the presence of a growth arrest line,70.297,Probably,Normal,1
2151,MS010,MS,Medical Student,45,A0053,FALSE,None,Normal,51.531,Probably,Normal,1
2152,MS010,MS,Medical Student,46,A0235,FALSE,Spiral SH II of distal tibia,Spiral and Salter-Harris II fracture of distal tibia,76.985,Definitely,Abnormal,1
